,content,label
966,【360浏览器盗取淘宝店主佣金？！】媒体猛料：用户使用360浏览器上淘宝，一些链接的淘宝客代码会被360篡改，店主本不该花的佣金，会被360旗下上海奇泰获得。“几天前的回头客，买了同样的商品，居然也被扣推广费。”想起“淘宝店主猝死”的新闻，360的良心呢？O网页链接 ,谣言
1600,浙江磐安人工降雨失误，竟然降。。。降雪了[雪][雪][雪] ,谣言
1997,  哎 ！发完这条我睡觉了，不和渣浪员工一起加班了 ，无奈！ ,谣言
6091,葡萄牙媒体《ABola》报道：法国摩纳哥队的葡萄牙教头莱昂纳多·雅尔丁将成为北京中赫国安的新任主教练，双方将签约三年，年薪1200万欧元。同时国安还将支付800万欧元给摩纳哥作为强挖雅尔丁的违约金。,事实
7352,#新疆乌鲁木齐县地震#隔壁宿舍的女孩穿着雪地靴还等余震来了赶紧跑，而我伴着宿舍里此起彼伏的鼾声紧张地玩着手机……,事实
8149,【你愿帮这27名孩子转发吗？1岁就被拐卖[泪]】这27名孩子，是警方打拐解救的孩子，他们被解救时才1岁，他们可能根本记不得亲生父母的模样了……有的孩子已被解救10余年，但仍然没有亲人的消息。你能想象这些孩子渴望依偎的妈妈怀中的感受吗？请将这条微博转给更多人！帮宝贝回家！多个转发，多份希望！,事实
4147,【日本人惯用的手法】广州警方抓获的打砸抢劫罪犯资料公布显示----带头的两名打砸抢劫罪犯竟然是日本留学生，中文系的，凭借流利的中文混入游行队伍中造势。日本人的行为固然可耻，我们也要反思--在我们的媒体和民众都在呼吁理性爱国的同时，我们的游行队伍里到底充斥着多少日本人呢？@作业本@连岳,谣言
8900,杭州能不能把柳树都砍掉，好看是好看，但是春天的柳絮实在让有鼻炎的人很难受，鼻塞，打喷嚏的感觉根本受不了！！！威胁人民健康的东西是好东西？？,事实
6365,香港女歌手@王菀之Ivana今天在微博晒出和男友@EricSo蘇勳的恩爱照，疑似公布婚讯，写道“遇上你太感恩，不迟亦不早。感谢天父，感谢父母，感谢大家”。粉丝们也纷纷送上祝福[心]今年王菀之还获得了金像奖最佳女配角和新演员。真是爱情事业双丰收[good]→http://t.cn/RUO6fNQ#王菀之结婚#恭喜！,事实
3013,北京、上海超过600万人活期存款在百万以上，深圳有261万人。是福布斯中国统计的，感觉高得太离谱了。 ,谣言
3361,印度卫生部长视察市场，不戴口罩直接扇耳光，现场整的跟拍段子一样。 洱海弥的微博视频 ,谣言
3302,耶鲁校长：中国大学是人类史上最大的笑话by  妮卡良品曾任耶鲁大学校长的小贝诺.施密德特，日前在耶鲁大学学报上公开撰文批判中国大学，引起了美国教育界人士对中国大学的激烈争论。对中国大学近年来久盛不衰的“做大做强”之风，施密德特说：“他们以为社会对出类拔萃的要求只是多：课程多，老师多，学生多，校舍多”。“他们的学者退休的意义就是告别糊口的讲台，极少数人对自己的专业还有兴趣，除非有利可图。他们没有属于自己真正意义上的事业。”“而校长的退休，与官员的退休完全一样，他们必须在退休前利用自己权势为子女谋好出路。”“新中国没有一个教育家，而民国时期的教育家灿若星海。”对于通过中国政府或下属机构“排名”、让中国知名大学跻身“世界百强”的做法，施密德特引用基尔克加德的话说，它们在做“自己屋子里的君主”。“他们把经济上的成功当成教育的成功，他们竟然引以为骄傲，这是人类文明史最大的笑话。”中国大学近来连续发生师生“血拼”事件，施密德特认为这是大学教育的失败，因为“大学教育解放了人的个性，培养了人的独立精神，它也同时增强了人的集体主义精神，使人更乐意与他人合作，更易于与他人心息相通”，“这种精神应该贯穿于学生之间，师生之间”。“他们计划学术，更是把教研者当鞋匠。难怪他们喜欢自诩为园丁。我们尊重名副其实的园丁，却鄙视一个没有自由思想独立精神的教师。”中国大学日益严重的“官本位”体制，施密德特也深感担忧，他痛心地说：“宙斯已被赶出天国，权力主宰一切”。“文科的计划学术，更是权力对于思考的祸害，这已经将中国学者全部利诱成犬儒，他们只能内部恶斗。缺乏批评世道的道德勇气。孔孟之乡竟然充斥着一批不敢有理想的学者。令人失望。”施密德特为此嘲笑中国大学“失去了重点，失去了方向，失去了一贯保持的传统”，“课程价值流失，效率低，浪费大”。他嘲笑说“很多人还以为自己真的在搞教育，他们参加一些我们会议，我们基本是出于礼貌，他们不获礼遇。”由于当前经融危机引发的一系列困难，导致大学生就业难。施密德特对此说，“作为教育要为社会服务的最早倡议者，我要说，我们千万不能忘记大学的学院教育不是为了求职，而是为了生活”。他说大学应该“坚持青年必须用文明人的好奇心去接受知识，根本无需回答它是否对公共事业有用，是否切合实际，是否具备社会价值等”，反之大学教育就会偏离“对知识的忠诚”。对中国大学的考试作弊、论文抄袭、科研造假等学术腐败，施密德特提出了另一种观察问题的眼光，他说“经验告诉我们，如果政权是腐败的，那么政府部门、社会机构同样会骇人听闻的腐败”。他还说“中国这一代教育者不值得尊重，尤其是一些知名的教授。”施密德特认为中国大学不存在真正的学术自由，他说中国大学“对政治的适应，对某些人利益的迎合，损害了大学对智力和真理的追求”。耶鲁校长：中国大学是人类史上最大的笑话他提出“大学似乎是孕育自由思想并能最终自由表达思想的最糟糕同时又是最理想的场所”，因此，大学“必须充满历史感”，“必须尊重进化的思想”，“同时，它倾向于把智慧，甚至特别的真理当作一种过程及一种倾向，而不当作供奉于密室、与现实正在发生的难题完全隔绝的一种实体”。他说“一些民办教育，基本是靠人口计算利润的企业。”,谣言
338,@青岛交通广播FM897 QQ群里朋友捡到粗心高考生的准考证，请相互转下，别耽误孩子考试。白娅倩，考点，市一中，考场013座号11.准考证号2024101311.请相互转发。联系电话，13830468131 @青岛早报 @青岛日报官方微博 ,谣言
7805,是我第一个发现@SebastianStan开了微博的吗？然后...皇冠也亮了[得瑟]送会员的小伙儿or妹纸，我看好你哦~[转发][转发],事实
7462,#我要生宝宝#【孕妇操减轻分娩疼痛】孕晚期的孕妈咪的12个简单的动作，帮准妈妈减轻分娩疼痛！转需。[羞嗒嗒],事实
2510,这堂客双十一购物23万，直接吓死了老公，也算奇闻了。还好是三年前的旧闻！ ,谣言
6485,当狐狸也钻钻钻起来，威力完全不下于柴犬钻(ง•̀_•́)ง,事实
935,影帝你好 你伤的到底是哪条腿？ ,谣言
2868,“新发地”市场内所有商户全部拉唐山隔离，几百辆大巴车排队拉人。@我不是谦哥儿 @中国刘杰 @硬哥 @胖子陈越 @孔二狗 @施力勤 @民生网郝国中 网页链接 ,谣言
754,凌晨2点43分美军驻扎在泰国乌塔堡军事基地曾监听到一段马来西亚航空公司MH370航班紧急呼叫的SOS信号，客机驾驶员呼叫称机舱面临解体，他们要迫降。目前驻泰美军已向马来西亚方面提供这段信号。,谣言
3406,【劲爆：宁波劈腿楼。。。】这是宁波东部新城门户区2B-U地块，即将落成的西班牙设计师的超现实作品。主刀结构设计的是设计央视大裤衩的结构工程师。绝对是技术帝啊，怎么解决会拐弯的电梯呢？？地产人给的评语是：技术难题不可怕，可怕的是这难题竟然给攻破了啊！亲，你上班会害怕吗？？ by@徐明达FC,谣言
5829,"才知道奇妙清单被微软收购后，只服务到今年5月份就关闭服务器，用户可以迁移至微软的TODO（难用），试了下滴答清单发现意外的好用，全平台都有客户端，免费用户版也基本满足日常需求<imgalt=[并不简单]src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-e0c6936005.png""style=""width:1em;height:1em;""/>",事实
1089,都看到我家门口了，住川音摩卡的注意了 O网页链接 ,谣言
2165,私家车挤占公交车道？  谁还没点脾气  #搞笑# ,谣言
4568,听说英国也要以自由航行的名义派航母进入南海？风停了，雨晴了，你又觉得你行了？上一次紫英石号的船长跪在地上请求中国人治疗他得伤员。这才过去几天，你又觉得你们行了？想想50年，想想62年，想想79年，咋滴啊，还以为中国现在是梳辫子的时代呢？我们最有文化素质，修养的全在外交部，真要干一下子，不把你裤衩子拔了，塞你爹嘴里都算你赢了！#台湾新竹空军基地内直升机坠落#http://t.cn/A6yW077o,事实
744,@-大虎牙没有小虎牙: 转发微博卖狗肉违法了，举报电话12331 请大家扩散出去啊 宣传到每个田间地头犄角旮旯,谣言
3488,【央视员工爆料：广西惊现帝王局长】中国记者杨慧峰： 广西都安民政局长黄某一个人吃着509份底保，九套房子，6个老婆。三老婆刘茹跟人偷情被局长打，不服，报料：各位后宫电话：江素：15078554853黄鹂：18777887596张晓：15078070889阿萍：13478865543丽丽：13877860659第二轮反腐开始，大家速速顶起,谣言
7493,【速看！#海南#明确重点人群、重点行业和重点场所人员核酸检测范围】海南省新型冠状病毒肺炎疫情防控工作指挥部今天发布关于扎实做好新型冠状病毒肺炎疫情常态化防控工作的通知，通知称继续在机场、“三港一站”等入琼口岸落实境外和国内高、中风险地区人员的体温检测、健康码查验、个人活动轨迹查询、分类处置等管控措施。对在我省直接入境的抵琼人员统一采取“14+7”集中隔离观察和开展3次核酸检测的防控措施。对高、中风险地区返琼来琼人员，严格按照琼肺炎指〔2020〕97号文件规定执行。扩大核酸检测范围，对重点人群“应检尽检”；对重点行业和重点场所人员进行“适时抽检”。通知全文→http://t.cn/A6AGIWWU（记者李晓婷）,事实
2988,赣榆爆炸，巨响，化工厂爆炸，愿无人员伤亡🙏 连云港 谁墨幽洋的微博视频 ,谣言
8235,#马航MH370航班失事#【黑匣子快没电了搜寻与[钟]赛跑】3月31日，美国提供的黑匣子定位打捞设备随澳大利亚海军“海盾”号支援船，从珀斯附近的海军基地出发，驶往相关海域，预计3～4天抵达距澳大利亚以西大约1850公里的搜寻海域。据了解，MH370的黑匣子将会在4月8日停止发出信号。（@人民网）,事实
6506,#娱乐综艺#何猷君否认奚梦瑶怀二胎：请尊重我的家人，网友：问一下就不尊重？,事实
5986,这群鸭子好励志啊，感觉最后一只上去的时候眼泪都出来了！[爱你]http://t.cn/RU361dF.,事实
1397,【关于张海迪】偶小时候，官府宣传她胸部以下失去知觉，生命只有10年。偶那时感动得稀里哗啦，把她当作励志的偶像。30年过去了，她能坐在轮椅上跷二郎腿了；她能开车了也结婚了；她的官也越做越大了；她的妹纸生意也越做越大了；网传她也移民日本了.......是偶朝的医学越来越发达还是30年来偶是2B青年 ,谣言
1212,【无惧跨省！愤然转帖！】河南洛阳市委书记侄子砍死人，判三缓三，老人北京上访被抓，黑监狱20年受尽虐待。20年当中家人不知所踪，老人侄子在郑州沿街乞讨四处寻人。官官相护，搞得老人家破人亡。老妇人被逼绝境，拦住法警车，裸体喊冤求关注。这究竟是个法治社会，还是丛林社会？弱势群体怎么活？ ,谣言
6901,春天到了，花儿开了，柳树发芽了，花粉柳絮满天飞，过敏性鼻炎患者的噩梦又开始了😂😂😂,事实
7166,【[话筒]扩散：#2016放假安排公布#最新！】①元旦1月1日放假②春节：2月7日(除夕)-13日放假，2月6日、14日上班③清明：4月4日，连休3天④劳动节：5月1日，连休3天⑤端午：6月9日-11日放假，12日上班⑥中秋：9月15日-17日放假，18日上班⑦国庆节：10月1日-7日放假，10月8日、10月9日上班。转存！,事实
8441,【可能是最性感的减肥方式[偷乐]】用一种舞蹈的形式，让你感受甩肉过程！9个动作，反复3-5次，一天大概30分钟，享受并且坚持，说明你已经成功一半了！还等什么[来],事实
988,O网页链接 对ISIS残害人质特别是美国人质的暴行，奥巴马总统誓言将其绳之以法，本周三已向国会正式提案，通过海豹（SEAL）突击队实施地面斩首，为了避免滥杀无辜，美军通过高新技术识别普通人与持枪目标的差别，对ISIS极端分子夜间空对地精准打击，看视频，目标无处藏身，一个个被定点清除。 ,谣言
2856,玉林夏至狗，打广告都打到高铁上，牛不牛？ 佛山 剪辑陆陆的微博视频 ,谣言
325,近期，围绕着云南楚雄彝族自治州双柏县鄂家镇要不要利用传统的“摸奶节”开发旅游，在云南是热火朝天。赞同者认为，为了发展和促进旅游事业，大打“摸奶节”品牌，把“摸奶节”品牌宣传出去，利多弊少。异议者认为，“摸奶节”伤风败俗，不能为了旅游而忽视了文明，更不能由政府出面宣传。 ,谣言
6991,"【患癌的哥跑车给妻子筹手术费每小时需上一次厕所[泪]】西安的哥廖师傅患有膀胱癌,才做完手术,妻子又被查出脑部囊肿,手术需要十多万元,家有一对4岁多的龙凤胎,因为经济原因,至今未上幼儿园。为了生活，廖师傅只好出来跑车，但需要一小时上一次厕所，随身装着4家医院就诊卡，方便随时去医院检查。",事实
4681,#每日警示#【四川师范大学在寝室唱歌引室友不满遭砍头】3月28号，四川师范大学发生了一起命案。4月15日这个案件被公布了，受害者在寝室唱歌，因为吵到室友，随后发生争执。第二天室友买了一把菜刀，等到宿舍熄灯后，室友约他去自习室，随后拿刀乱砍，医院鉴定死者为头颈离断伤致死。太可怕了···...展开全文c,事实
6679,【林森浩被问是否投毒：现在说没用了父子见面不到十分钟】林森浩11日与父亲见面，但不到10分钟就被中止。对于是否投毒等问题，林只重复说：现在说也没用了。林父称对死刑判决的抗诉程序，必需有死刑复核裁定书才能启动，但裁定书至今尚未送达。详情戳→http://t.cn/R4z0qMp,事实
51,"事实上我昨天晚上才做了一个梦，梦到一个关于&quot;老天自有安排&quot;之类的。 今天就听说南坪宏声广场发生枪案，士兵都包围起来了。于是我现在也只能说,&quot;老天自有安排&quot;. 淡定! ",谣言
6358,《每日邮报》消息称，孔蒂的未来将会在下周见分晓，而目前萨里已经非常接近于切尔西主教练的职位。萨里有信心可以和那不勒斯完成解约，而他同时还会说服切尔西名宿佐拉加入自己的教练团队。自从5月19日切尔西战胜曼联拿到足总杯冠军以来，孔蒂一直在等待俱乐部的通知，他是否会继续担任切尔西主帅始终悬而未决。如果孔蒂遭到俱乐部的解雇，他将会得到俱乐部900万镑违约金的赔偿，与此同时他的教练团队也会离开俱乐部。尽管那不勒斯已经任命了安切洛蒂，但是萨里和俱乐部的解约谈判一直在进行中，有消息称，那不勒斯坚持要得到700万镑的赔偿，但目前赔偿金已经降到了350万镑。via虎扑体育,事实
4755,院长被曝性侵女教师还挑逗性骚扰女学生华电回应（分享自@网易新闻）院长被曝性侵女教师还挑逗性骚扰女学生校方回应,事实
6177,姑娘，你这身手。。。。也就这配乐能搭上了[doge]http://t.cn/R4PY7Qy,事实
4116,津南开区二马路一户家庭，爸妈为80后儿子买婚房，耗尽积蓄还外借30万元。婚期临近，儿子又按女方要求，找爸妈索要6万聘礼钱，接连闹几天。妈妈心疼儿子，又拿不出钱，哭说，儿啊，你这是逼妈妈去死。儿子说，那你就死吧！绝望的妈妈从五楼纵身跃下，当场身亡[泪] 现在的人为了钱 ! 都丧尽天良了吗 ？,谣言
599,最荒唐无耻的的提议！60年后再公开官员财产！人民日报刊文《让新提拔官员公开财产为何更可行》宣称“20年后公开县级，再过20年公开市级。20年公开省级。直到这种方式用到最高层！经过60年，再转为全面实行财产公示。”如此荒唐的提议竟获政府默认！不要说60年，10年后，会发生什么，谁也不敢保证,谣言
1093,#微讯#澳大利亚政府和中国政府近日达成双边协议，从下月起执行对等90天免签证条约，国内的同学们可以不签证到澳洲玩耍啦！！！在澳洲的中国同胞回国也不用再多花钱签证咯。想去澳洲玩的朋友们准备好了吗！ ,谣言
1349,湖南张家界纪委书记汪业元同志认为网民是暴民是敌人，但他对同是网民的苍井空却是十分的暧昧......纪委书记大人苍井空的确是世界的，也是你的！ ,谣言
909,今天听同事讲了个骇人的新闻，她一朋友前几天在深圳某一家乐福购物时突然发现两岁的儿子突然不见了，情急之下报了警。半个小时内家乐福封闭了所有出口进行搜查，终究在一洗手间内找到该小孩，而在短短的三十分钟里小孩已被剃光了头，换上了另外一套衣服，而猖狂的柺子佬已不知去向。。。 ,谣言
3523,【重要提醒！花露水属易燃品 涂完别马上做饭】夏天来了，蚊子也来了，需注意的是：花露水属易燃品，涂抹完之后不要马上做饭、抽烟等。花露水的酒精浓度达70%-75%；且燃点低，一般24℃就能燃烧。花露水燃烧有多可怕？看动态图就知道了。切记！速速转走,谣言
2982,#最新疫情地图# 柳州奖励援鄂医疗队员每人一辆汽车！每辆车都印有英雄字样，今后在该市停车不收费。 东莞 思zs6669的微博视频 ,谣言
8420,【有助塑造好身材的5种蔬果】1.西芹瘦脸：粗纤维帮助肠蠕动，排毒养颜；2.草莓瘦腰：天冬氨酸溶解腰部堆积的脂肪；3.白萝卜瘦大腿：促进脂肪类物质新陈代谢；4.葡萄柚瘦背：影响人体吸收糖分；5.番茄瘦小腹：阻止脂肪被肠道吸收。多吃蔬菜。,事实
1105,【震惊！蓝标CEO赵文权亲口证实其为百度黑公关】在2012年创业家年会上，国内公关公司蓝色光标传播集团董事长赵文权亲口证实其为百度黑公关背后操手，收取百度巨额好处费，雇佣方舟子，编造360侵犯用户隐私等谎言，以达到诋毁360公司的目的O网页链接 有视频，有真相！O网页链接 ,谣言
7625,【1600多卖房电话打爆120急救中心开发商、运营商被指是幕后“call客”】从4月初到5月下旬，宁波市急救中心就接到了1600多个楼盘推销电话，最多的时候一天就有90多个，这些电话有时甚至会堵塞“生命热线”。据业内人士透露，我们平常接到的推销房产的骚扰电话，一般都是开发商或其项目代理公司雇佣的“call客”拨打的。在淘宝网上输入“拨号软件”，就会出现一堆标注为“电销神器”“电脑拨号神器”等字样的产品，价格从200多元到1000元不等。业内人士猜测，这次“120”频繁被骚扰，很可能是“call客”在冲量。因为“120”一定要接的。via.央广网|1600次卖房...,事实
6559,【村民上海卖煎饼年收入几十万】齐鲁网12月19日讯临沂平邑县郑城镇油篓村共有36栋两层别墅、四栋居民楼，而每当过年过节，村里的宝马、奔驰、玛莎拉蒂等豪车根本停不开。年收入20多万的家庭算一般一下情况。深山农民可以“收入超越上海”，都因为一张煎饼。http://t.cn/R4UN1bC,事实
2949,"虎门大桥现在检测到钢丝绳断裂产生涡振，吊索受力不一致了，跟专家们反映一下38号缆绳断了！冤枉水马了，水马差点背锅<img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png""                 style=""width:1em; height:1em;"" />@风中凌乱：钢丝绳断裂可能是真的，但那些所谓的专家没有检查就直接认为是水马就过分啦@wuyu：大风，水马，地震，重卡压桥，缆锈，还有什么名词？？？@用户5178354342302：这才是真正原因，什么“水马，水牛”，“涡流”一切都是假，广东省应开除那些假专家@zzz：这个，我不是相关专业的，我不懂什么范围是合理猜测，什么范围属于胡乱猜测。@赵国华：能找到问题就是最好的结果 润泽锦程Ttz的微博视频",谣言
2443,因为香太贵，香客们给不起，起了争执，和尚们抄起佛像下的铁棍就群殴香客！有的和尚还迅速脱掉僧袍！佛曰：徒儿们，削他。 昊爷超新星的秒拍视频 ,谣言
747,1998年，三名福建工人在以色列被炸死，中使馆以三人是偷渡客为由不予理睬，并且拒绝配合以色列政府调查处理。以政府查明死者身份后，辗转来到福建，郑重地把死者骨灰交给家属，并每人赔赏70万美元。最有戏剧性的是，中国政府得知后，上门收取每人18万的税。祖国啊！祖国！！！我X! ,谣言
3664,在逃恐怖分子通缉令[怒]（东南快报）,谣言
6633,@青岛交通广播FM897@青岛交警小宫说道@青岛交警秩序@青岛交警就是这个车！就因为福州路某个路口我没让他（我是正常行驶），以至于福州北路至黑龙江路一直不停的变道别我，特别是莱钢立交桥上急转弯的时候在我车前急刹车！超危险！我觉得他已经是在恶意制造交通事故了！严重扰乱了公共交通秩序，由于我当时后方还有很多车，大家都被他这一个车堵在那里，非常危险！希望有关部门能严惩这种行为！后期我会继续联系相关部门，一定要让这种人知道马路不是他家自己的，谁也没义务让着你，大家各行其道，你这么横行霸道最终会得到应有的恶果！有过相同遭遇的朋友请转发，让这种人露露脸！,事实
3452,转：全国政协委员、北京中华民族博物馆馆长王平建议不鼓励农村孩子上大学。认为农村孩子身上有很多坏毛病，上大学城市孩子会被影响，也会变坏！认为他们即使留城也是二等公民！中央必须采取行政手段禁止农村小孩上大学…网评：王委员这样自高自大，信口开河，还是尽早下台，去做你的一等公民吧！,谣言
4495,【[lt赞]两名华人科学家入选《自然》十大科学人物】17日，《自然》杂志评选出2015年十大科学人物，两位华人科学家入选。黄军就，发表全球第一篇CRISPR技术修改人类胚胎基因的报告。鲍哲南，斯坦福大学华裔女科学家，开发有感知压力并可与大脑沟通的柔性人造皮肤。觉得自豪就点赞！http://t.cn/R4ygi2C,事实
1006,¥表叔走了，表书记来了¥ 【爱国书记大谈爱国被网友挖出戴24万江诗丹顿手表】爱国人士，共青团教育直属机关委书记吴述纲发了一条爱国微博。然网友挖出，吴述纲竟然戴着24万的江诗丹顿手表。在被公开的私信中，吴述纲称戴什么表是他的自由。O网页链接评：没僵尸单炖还真不好意思爱国 ,谣言
5491,【屋漏偏逢连夜雨，爱奇艺已经成为爱优腾三巨头里最惨的一个。#爱奇艺遭美国证监会调查#】1.市值被芒果TV超越2.连续亏损多年3.传出被腾讯收购的消息4.市场份额被芒果TV、B站蚕食5.长期被做空6.遭到证监会调查,事实
5790,#爱奇艺遭美国证监会调查#说真的，虽然我也很看不惯aqy这个🐶东西，但毕竟是自己家的，还轮不到别人来教育，打狗还要看主人的是吧,事实
5716,#爱奇艺遭美国证监会调查#优酷，腾讯，芒果，爱奇艺四个平台，你平时用什么APP看的比较多？风若无痕0的微博投票,事实
6630,#爸爸说女儿不是植物人是睡美人#想起昨天刷到的一条小视频，大叔大妈在聊各自女儿的职业，回答“女儿是行长，领导”诸如此类，最后一位大叔也很骄傲地说“我女儿是小仙女”…很感触…现实永远比戏剧动人也更残酷,事实
3661,【朝鲜战争为何停战】传：板门店谈判前彭德怀要求在铁原挡住美军两周，结果只挡了2天，63军3万多人打得只剩1400人。对上甘岭， 美军表面佯攻，实则运用优势火炮诱敌集中歼灭， 结果美军伤亡400多，志愿军遗尸37000多。 视频传到美国内，引发反战浪潮，美民众和议员大骂美军屠夫，直接促成停战谈判！,谣言
6300,【英格兰足坛新冠报告】英格兰4个级别职业联赛，最新一轮新冠检测结果出炉：英超：共1130人检测，没有阳性结果。英冠：共1058人检测，10人检测结果呈阳性，来自8家英冠俱乐部。普雷斯顿确认队中前锋杰登-斯托克利是阳性，米堡和卡迪夫城各自宣布有1人阳性，富勒姆则确认有2个的检测结果是阳性。英甲：暂时没有开展核酸检测的计划。英乙：7人检测结果呈阳性，来自3家英乙俱乐部。科切斯特一队就出现4个阳性案例，埃克塞特城有2例，北安普顿1例。#英冠英乙17人新冠检测呈阳性##英国疫情##英超#,事实
7692,【1023外围市场】佩洛西称差不多要达成刺激协议，标普500指数涨0.52%，纳指涨0.19%，道指涨0.54%。吉利德尾盘快速拉升，美FDA批准瑞德西韦作为新冠肺炎治疗药物。WTI12月原油期货结算价收涨1.52%，布伦特12月原油期货收涨1.75%。欧洲股市收盘涨跌不一，德国DAX30指数收跌0.17%。COMEX12月黄金期...全文,事实
3048,『美國的緊急處理令共民也敬佩萬分！』呢個就係戰力差！　中國用８日起火神山？　　美國１日內完成戰略部署！　每艘醫療船都勁過一座雷神山。24小時內，180座野戰醫院遍佈美國各地，35艘美國醫療艦隊，分別抵達紐約 華盛頓州 加州 佛州等港口，美國緊急狀態高速效率成立防疫陣線。其反應之快，設備充足程度嚇襯大陸人！一個打開杖嘅國家，一個稱霸世界既國家，緊急應變手段點會差？,谣言
8728,你的手，我牵过。每次总是不自觉地捏一捏、揉一揉，就好像是自己最喜爱的玩具一般，总是放不下，总是松不了。当你的手在我的手心里，我会感到温暖，因为，我攥着一颗属于我的心。,事实
878,一种最新骗术 请大家一定要看看，并引起警惕： 一.近日，社会上出现了一种最新骗术，骗子具体操作的程序是：自称快递公司人员先给诸位打电话(随机)，告诉你有快递物品，但由于天气潮湿看不清你具体地址、姓名，只知道电话，请你提供地址、姓名，然后真有快递公... O网页链接 ,谣言
3554,#爱#四川藏区需要4一10岁小孩的衣服和鞋子，新旧不限。，洗干净就可以地址四川省甘孜藏族石渠县西区长沙贡马乡小学， 邮编：627350 校长：达洼15884044467 如果没有合适的衣服可以邮寄，帮忙转一下贴也好，也许您的一下简单复制，就能给孩子们一个幸福的明天。天气冷给孩子们添加些棉衣寄过去吧。爱,谣言
8521,#爱奇艺遭美国证监会调查#iqy虽然狗，但🇺🇸不是人。,事实
3940,"张玲，女，今年20岁，因突发亚急性肝衰竭，住院两周，病情严重，已报病危，目前急需0M血液进行血浆置换，才可挽救。但张玲的血型是被称""熊猫血""的Ｒｈ阴性Ｏ型，属于非常稀有的血型，医院希望大家能在短时间通过网络等一切途径将这个消息发布出去，以寻求更大范围帮助！  联系方式：  13948110961",谣言
6959,【别再让更多的孩子受到伤害】儿童是人类的未来和希望，儿童的安全、生存和发展是人类进步的先决条件。如果社会无法好好保护这些孩子，又如何让美丽的花朵绽放？近年来，一些惨不忍睹的虐童案例屡屡发生，您的随手点击和传播，也许能拯救更多的孩子！让更多的孩子不再受到伤害！http://t.cn/RUut2Pj,事实
1693,今天终于收到了政府奖励500元， 大家一起来做警察举报违规卖狗肉店有奖哦， 电话：12331 打击狗贩子以及售卖狗肉的饭店 ，我们都尽一份力 ！ ,谣言
228,【但愿只是传言】@开心D天天: 传言！不知真假！赵本山于2013年4月3日晚23时在北京协和医院突发心肌梗塞，由于抢救不及时身亡，享年64岁。　 ,谣言
2176,美国纽约皇后区发生商业街大爆炸事件！ 社会与法频道阎肃的微博视频 ,谣言
3844,太好了，卖狗肉违法了， 国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331 ．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发，请爱护关心帮助伴侣动物🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶🐶[赞啊][赞啊][赞啊][赞啊][赞啊][赞啊][赞啊][赞啊][赞啊],谣言
2433,第一屆南京派出所深夜紋身展 ,谣言
3895,离伦敦奥运会结束，还有3天，因公司大量库存！如本届奥运会结束时，中国代表队还能在金牌榜上排名第一[奥运金牌]，现决定：参与转发并关注@春光通讯旗舰店 并@ 5个粉丝会1人送1台iPhone4s。如库存告罄，将以部分库存IPHONE4及IPAD2代替，绝不食言，永不删帖，欢迎截图留证，中国军团加油！ [加油],谣言
7193,【#大连#道路出现坑洼公交司机主动填补】大连15路公交车“南沙街”站点附近因路面破损形成坑洼，影响车辆安全行驶。9月2日早上9时许，15路车一位驾驶员用砖块将路面坑洼处进行了暂时性填补，确保了来往车辆能安全平稳通过此处。随后，沙河口区市政部门接到该情况反映后已赶往现场，并对此处进行了彻底的填补修复。@39度视频http://t.cn/A64ctLso,事实
7297,#土耳其击落俄军机#【普京签署制裁土耳其总统令】根据总统令，旅游公司不得办理前往土耳其的旅游手续；禁止包机往来俄土航线，严格监督土耳其运输公司在俄境内的活动；2016年1月1日起，除外交人员和家属及具有临时居住证的人以外，土公民暂时不得入境俄罗斯。（新华社）http://t.cn/RUgbzIE,事实
649,【震怒！禽兽儿女欲饿死90岁老母，残忍禁食1个月】网友湘湘：九十岁的老人，生病躺在床上，饿了将近一个月，每天只喝一点水，我偷偷的拉门进去，老人被层层锁在房间里，听到动静，老人出于求生本能，说到，喂我…喂我…！强烈要求曝光人肉其禽兽儿女。@袁裕来律师 @陈里 @米瑞蓉 @任志强,谣言
5655,【超6成奥运纪念品中国造】7月31日讯，根据日前伦敦奥运会官方统计，对近900项不同种类的奥运纪念品出售和生产状况进行调查发现，官方纪念品中65%、627项产自中国。而各国队服的设计者多为本国知名设计师，但生产奥运服装制造商大多来自中国和俄罗斯。,事实
8211,北京丰台法院上线全市首个“金融类案件一体化办案平台”北京丰台法院上线全市首个“金融类案件一体化办案平台”,事实
2250,实拍X大学向“国际学生”发放助学补贴半年/三万！领取人签名都不会～摁手印后拿钱扬长而去！😱令国民特别是辍学生情何以堪？！唉……苦😢啊 北京 · 三里河 尉校八苑西的微博视频 ,谣言
